case_id,variant,mode,draw,message,gold,candidates,expected,prompt,output_raw,output_norm,matched,in_list,correct,latency_ms,tokens
P1,exact,enum,1,"Jeg vil ha pengene tilbake, varen var ødelagt.",refusjon,refusjon|retur|defekt_vare|garanti,refusjon,"Candidate intents:
refusjon: Brukeren vil ha pengene tilbake for et kjøp, få refundert eller reversert en betaling – også når varen var defekt eller feil (ikke avbestilling)
retur: Brukeren vil returnere eller bytte en vare, eller spør om returfrist, returlapp og returprosess
defekt_vare: Brukeren mottok en ødelagt, skadet eller defekt vare, eller det manglet deler i pakken
garanti: Brukeren spør om garanti: om varen er dekket, hva garantien dekker, garantitid eller garantireparasjon
User message: Jeg vil ha pengene tilbake, varen var ødelagt.

Answer with exactly one intent name from the list above.",refusjon,refusjon,True,True,True,321.8,6
P1,exact,enum,2,"Jeg vil ha pengene tilbake, varen var ødelagt.",refusjon,refusjon|retur|defekt_vare|garanti,refusjon,"Candidate intents:
refusjon: Brukeren vil ha pengene tilbake for et kjøp, få refundert eller reversert en betaling – også når varen var defekt eller feil (ikke avbestilling)
retur: Brukeren vil returnere eller bytte en vare, eller spør om returfrist, returlapp og returprosess
defekt_vare: Brukeren mottok en ødelagt, skadet eller defekt vare, eller det manglet deler i pakken
garanti: Brukeren spør om garanti: om varen er dekket, hva garantien dekker, garantitid eller garantireparasjon
User message: Jeg vil ha pengene tilbake, varen var ødelagt.

Answer with exactly one intent name from the list above.",refusjon,refusjon,True,True,True,368.5,6
P2,exact,free,0,Kor er pakka mi?,sporing,sporing|sporing_mat|bestillingsstatus|leveringstid,sporing,"Candidate intents:
sporing: Brukeren vil vite hvor pakken eller forsendelsen er, sporingsnummer eller om pakken er sendt
sporing_mat: Brukeren vil spore matleveransen eller vite hvor budet er og hvor langt igjen det er
bestillingsstatus: Brukeren spør om status, bekreftelse eller behandlingstid på en bestilling/ordre (ikke hvor pakken er)
leveringstid: Brukeren spør når bestillingen kommer, hvor lang tid levering tar, leveringsdato eller leveringsvindu
User message: Kor er pakka mi?

Answer with exactly one intent name from the list above.",sporing,sporing,True,True,True,321.1,3
P2,exact,free,1,Kor er pakka mi?,sporing,sporing|sporing_mat|bestillingsstatus|leveringstid,sporing,"Candidate intents:
sporing: Brukeren vil vite hvor pakken eller forsendelsen er, sporingsnummer eller om pakken er sendt
sporing_mat: Brukeren vil spore matleveransen eller vite hvor budet er og hvor langt igjen det er
bestillingsstatus: Brukeren spør om status, bekreftelse eller behandlingstid på en bestilling/ordre (ikke hvor pakken er)
leveringstid: Brukeren spør når bestillingen kommer, hvor lang tid levering tar, leveringsdato eller leveringsvindu
User message: Kor er pakka mi?

Answer with exactly one intent name from the list above.",sporing,sporing,True,True,True,293.8,3
P2,exact,free,2,Kor er pakka mi?,sporing,sporing|sporing_mat|bestillingsstatus|leveringstid,sporing,"Candidate intents:
sporing: Brukeren vil vite hvor pakken eller forsendelsen er, sporingsnummer eller om pakken er sendt
sporing_mat: Brukeren vil spore matleveransen eller vite hvor budet er og hvor langt igjen det er
bestillingsstatus: Brukeren spør om status, bekreftelse eller behandlingstid på en bestilling/ordre (ikke hvor pakken er)
leveringstid: Brukeren spør når bestillingen kommer, hvor lang tid levering tar, leveringsdato eller leveringsvindu
User message: Kor er pakka mi?

Answer with exactly one intent name from the list above.",sporing,sporing,True,True,True,282.5,3
P2,exact,enum,0,Kor er pakka mi?,sporing,sporing|sporing_mat|bestillingsstatus|leveringstid,sporing,"Candidate intents:
sporing: Brukeren vil vite hvor pakken eller forsendelsen er, sporingsnummer eller om pakken er sendt
sporing_mat: Brukeren vil spore matleveransen eller vite hvor budet er og hvor langt igjen det er
bestillingsstatus: Brukeren spør om status, bekreftelse eller behandlingstid på en bestilling/ordre (ikke hvor pakken er)
leveringstid: Brukeren spør når bestillingen kommer, hvor lang tid levering tar, leveringsdato eller leveringsvindu
User message: Kor er pakka mi?

Answer with exactly one intent name from the list above.",sporing,sporing,True,True,True,306.2,5
P2,exact,enum,1,Kor er pakka mi?,sporing,sporing|sporing_mat|bestillingsstatus|leveringstid,sporing,"Candidate intents:
sporing: Brukeren vil vite hvor pakken eller forsendelsen er, sporingsnummer eller om pakken er sendt
sporing_mat: Brukeren vil spore matleveransen eller vite hvor budet er og hvor langt igjen det er
bestillingsstatus: Brukeren spør om status, bekreftelse eller behandlingstid på en bestilling/ordre (ikke hvor pakken er)
leveringstid: Brukeren spør når bestillingen kommer, hvor lang tid levering tar, leveringsdato eller leveringsvindu
User message: Kor er pakka mi?

Answer with exactly one intent name from the list above.",sporing,sporing,True,True,True,321.3,5
P2,exact,enum,2,Kor er pakka mi?,sporing,sporing|sporing_mat|bestillingsstatus|leveringstid,sporing,"Candidate intents:
sporing: Brukeren vil vite hvor pakken eller forsendelsen er, sporingsnummer eller om pakken er sendt
sporing_mat: Brukeren vil spore matleveransen eller vite hvor budet er og hvor langt igjen det er
bestillingsstatus: Brukeren spør om status, bekreftelse eller behandlingstid på en bestilling/ordre (ikke hvor pakken er)
leveringstid: Brukeren spør når bestillingen kommer, hvor lang tid levering tar, leveringsdato eller leveringsvindu
User message: Kor er pakka mi?

Answer with exactly one intent name from the list above.",sporing,sporing,True,True,True,318.6,5
P3,exact,free,0,Eg vil avbestilla ordren min før ho blir sendt.,kanseller_bestilling,kanseller_bestilling|retur|refusjon|avbestille_reise,kanseller_bestilling,"Candidate intents:
kanseller_bestilling: Brukeren vil avbestille, stoppe eller annullere en bestilling/ordre før den sendes
retur: Brukeren vil returnere eller bytte en vare, eller spør om returfrist, returlapp og returprosess
refusjon: Brukeren vil ha pengene tilbake for et kjøp, få refundert eller reversert en betaling – også når varen var defekt eller feil (ikke avbestilling)
avbestille_reise: Brukeren vil avbestille fly, hotell eller reise, eller spør om avbestillingsvilkår og refusjon ved avbestilling
User message: Eg vil avbestilla ordren min før ho blir sendt.

Answer with exactly one intent name from the list above.",kanseller_bestilling,kanseller_bestilling,True,True,True,331.9,6
P3,exact,free,1,Eg vil avbestilla ordren min før ho blir sendt.,kanseller_bestilling,kanseller_bestilling|retur|refusjon|avbestille_reise,kanseller_bestilling,"Candidate intents:
kanseller_bestilling: Brukeren vil avbestille, stoppe eller annullere en bestilling/ordre før den sendes
retur: Brukeren vil returnere eller bytte en vare, eller spør om returfrist, returlapp og returprosess
refusjon: Brukeren vil ha pengene tilbake for et kjøp, få refundert eller reversert en betaling – også når varen var defekt eller feil (ikke avbestilling)
avbestille_reise: Brukeren vil avbestille fly, hotell eller reise, eller spør om avbestillingsvilkår og refusjon ved avbestilling
User message: Eg vil avbestilla ordren min før ho blir sendt.

Answer with exactly one intent name from the list above.",kanseller_bestilling,kanseller_bestilling,True,True,True,345.9,6
P3,exact,free,2,Eg vil avbestilla ordren min før ho blir sendt.,kanseller_bestilling,kanseller_bestilling|retur|refusjon|avbestille_reise,kanseller_bestilling,"Candidate intents:
kanseller_bestilling: Brukeren vil avbestille, stoppe eller annullere en bestilling/ordre før den sendes
retur: Brukeren vil returnere eller bytte en vare, eller spør om returfrist, returlapp og returprosess
refusjon: Brukeren vil ha pengene tilbake for et kjøp, få refundert eller reversert en betaling – også når varen var defekt eller feil (ikke avbestilling)
avbestille_reise: Brukeren vil avbestille fly, hotell eller reise, eller spør om avbestillingsvilkår og refusjon ved avbestilling
User message: Eg vil avbestilla ordren min før ho blir sendt.

Answer with exactly one intent name from the list above.",kanseller_bestilling,kanseller_bestilling,True,True,True,361.7,6
P3,exact,enum,0,Eg vil avbestilla ordren min før ho blir sendt.,kanseller_bestilling,kanseller_bestilling|retur|refusjon|avbestille_reise,kanseller_bestilling,"Candidate intents:
kanseller_bestilling: Brukeren vil avbestille, stoppe eller annullere en bestilling/ordre før den sendes
retur: Brukeren vil returnere eller bytte en vare, eller spør om returfrist, returlapp og returprosess
refusjon: Brukeren vil ha pengene tilbake for et kjøp, få refundert eller reversert en betaling – også når varen var defekt eller feil (ikke avbestilling)
avbestille_reise: Brukeren vil avbestille fly, hotell eller reise, eller spør om avbestillingsvilkår og refusjon ved avbestilling
User message: Eg vil avbestilla ordren min før ho blir sendt.

Answer with exactly one intent name from the list above.",kanseller_bestilling,kanseller_bestilling,True,True,True,342.9,7
P3,exact,enum,1,Eg vil avbestilla ordren min før ho blir sendt.,kanseller_bestilling,kanseller_bestilling|retur|refusjon|avbestille_reise,kanseller_bestilling,"Candidate intents:
kanseller_bestilling: Brukeren vil avbestille, stoppe eller annullere en bestilling/ordre før den sendes
retur: Brukeren vil returnere eller bytte en vare, eller spør om returfrist, returlapp og returprosess
refusjon: Brukeren vil ha pengene tilbake for et kjøp, få refundert eller reversert en betaling – også når varen var defekt eller feil (ikke avbestilling)
avbestille_reise: Brukeren vil avbestille fly, hotell eller reise, eller spør om avbestillingsvilkår og refusjon ved avbestilling
User message: Eg vil avbestilla ordren min før ho blir sendt.

Answer with exactly one intent name from the list above.",kanseller_bestilling,kanseller_bestilling,True,True,True,335.0,7
P3,exact,enum,2,Eg vil avbestilla ordren min før ho blir sendt.,kanseller_bestilling,kanseller_bestilling|retur|refusjon|avbestille_reise,kanseller_bestilling,"Candidate intents:
kanseller_bestilling: Brukeren vil avbestille, stoppe eller annullere en bestilling/ordre før den sendes
retur: Brukeren vil returnere eller bytte en vare, eller spør om returfrist, returlapp og returprosess
refusjon: Brukeren vil ha pengene tilbake for et kjøp, få refundert eller reversert en betaling – også når varen var defekt eller feil (ikke avbestilling)
avbestille_reise: Brukeren vil avbestille fly, hotell eller reise, eller spør om avbestillingsvilkår og refusjon ved avbestilling
User message: Eg vil avbestilla ordren min før ho blir sendt.

Answer with exactly one intent name from the list above.",kanseller_bestilling,kanseller_bestilling,True,True,True,345.6,7
P4,exact,free,0,Dekker forsikringen sykkeltyveri?,dekning_forsikring,dekning_forsikring|skademelding|egenandel|tilbud,dekning_forsikring,"Candidate intents:
dekning_forsikring: Brukeren spør hva forsikringen dekker eller ikke dekker, f.eks. tyveri, lekkasje eller om den gjelder i utlandet
skademelding: Brukeren vil melde en skade, bestille skadeskjema eller spør om behandlingstid på en skadesak
egenandel: Brukeren spør om egenandelen sin, beløp, eller vil endre egenandel
tilbud: Brukeren vil ha pristilbud eller prisberegning på en forsikring (innbo, hus, bil)
User message: Dekker forsikringen sykkeltyveri?

Answer with exactly one intent name from the list above.",dekning_forsikring,dekning_forsikring,True,True,True,348.8,7
P4,exact,free,1,Dekker forsikringen sykkeltyveri?,dekning_forsikring,dekning_forsikring|skademelding|egenandel|tilbud,dekning_forsikring,"Candidate intents:
dekning_forsikring: Brukeren spør hva forsikringen dekker eller ikke dekker, f.eks. tyveri, lekkasje eller om den gjelder i utlandet
skademelding: Brukeren vil melde en skade, bestille skadeskjema eller spør om behandlingstid på en skadesak
egenandel: Brukeren spør om egenandelen sin, beløp, eller vil endre egenandel
tilbud: Brukeren vil ha pristilbud eller prisberegning på en forsikring (innbo, hus, bil)
User message: Dekker forsikringen sykkeltyveri?

Answer with exactly one intent name from the list above.",dekning_forsikring,dekning_forsikring,True,True,True,353.0,7
P4,exact,free,2,Dekker forsikringen sykkeltyveri?,dekning_forsikring,dekning_forsikring|skademelding|egenandel|tilbud,dekning_forsikring,"Candidate intents:
dekning_forsikring: Brukeren spør hva forsikringen dekker eller ikke dekker, f.eks. tyveri, lekkasje eller om den gjelder i utlandet
skademelding: Brukeren vil melde en skade, bestille skadeskjema eller spør om behandlingstid på en skadesak
egenandel: Brukeren spør om egenandelen sin, beløp, eller vil endre egenandel
tilbud: Brukeren vil ha pristilbud eller prisberegning på en forsikring (innbo, hus, bil)
User message: Dekker forsikringen sykkeltyveri?

Answer with exactly one intent name from the list above.",dekning_forsikring,dekning_forsikring,True,True,True,357.5,7
P4,exact,enum,0,Dekker forsikringen sykkeltyveri?,dekning_forsikring,dekning_forsikring|skademelding|egenandel|tilbud,dekning_forsikring,"Candidate intents:
dekning_forsikring: Brukeren spør hva forsikringen dekker eller ikke dekker, f.eks. tyveri, lekkasje eller om den gjelder i utlandet
skademelding: Brukeren vil melde en skade, bestille skadeskjema eller spør om behandlingstid på en skadesak
egenandel: Brukeren spør om egenandelen sin, beløp, eller vil endre egenandel
tilbud: Brukeren vil ha pristilbud eller prisberegning på en forsikring (innbo, hus, bil)
User message: Dekker forsikringen sykkeltyveri?

Answer with exactly one intent name from the list above.",dekning_forsikring,dekning_forsikring,True,True,True,368.5,9
P4,exact,enum,1,Dekker forsikringen sykkeltyveri?,dekning_forsikring,dekning_forsikring|skademelding|egenandel|tilbud,dekning_forsikring,"Candidate intents:
dekning_forsikring: Brukeren spør hva forsikringen dekker eller ikke dekker, f.eks. tyveri, lekkasje eller om den gjelder i utlandet
skademelding: Brukeren vil melde en skade, bestille skadeskjema eller spør om behandlingstid på en skadesak
egenandel: Brukeren spør om egenandelen sin, beløp, eller vil endre egenandel
tilbud: Brukeren vil ha pristilbud eller prisberegning på en forsikring (innbo, hus, bil)
User message: Dekker forsikringen sykkeltyveri?

Answer with exactly one intent name from the list above.",dekning_forsikring,dekning_forsikring,True,True,True,375.8,9
P4,exact,enum,2,Dekker forsikringen sykkeltyveri?,dekning_forsikring,dekning_forsikring|skademelding|egenandel|tilbud,dekning_forsikring,"Candidate intents:
dekning_forsikring: Brukeren spør hva forsikringen dekker eller ikke dekker, f.eks. tyveri, lekkasje eller om den gjelder i utlandet
skademelding: Brukeren vil melde en skade, bestille skadeskjema eller spør om behandlingstid på en skadesak
egenandel: Brukeren spør om egenandelen sin, beløp, eller vil endre egenandel
tilbud: Brukeren vil ha pristilbud eller prisberegning på en forsikring (innbo, hus, bil)
User message: Dekker forsikringen sykkeltyveri?

Answer with exactly one intent name from the list above.",dekning_forsikring,dekning_forsikring,True,True,True,380.2,9
P5,exact,free,0,Hvorfor har jeg dårlig dekning på hytta?,dekning_mobil,dekning_mobil|mobildata_bruk|klage_tele|dekning_forsikring,dekning_mobil,"Candidate intents:
dekning_mobil: Brukeren spør om mobildekning eller nettdekning, eller opplever dårlig dekning eller mister signal
mobildata_bruk: Brukeren spør om databruk, er tom for data eller vil kjøpe mer data
klage_tele: Brukeren vil sende en klage på teleoperatøren, tjenesten, fakturering eller nedetid, eller snakke med en leder
dekning_forsikring: Brukeren spør hva forsikringen dekker eller ikke dekker, f.eks. tyveri, lekkasje eller om den gjelder i utlandet
User message: Hvorfor har jeg dårlig dekning på hytta?

Answer with exactly one intent name from the list above.",dekning_mobil,dekning_mobil,True,True,True,370.6,5
P5,exact,free,1,Hvorfor har jeg dårlig dekning på hytta?,dekning_mobil,dekning_mobil|mobildata_bruk|klage_tele|dekning_forsikring,dekning_mobil,"Candidate intents:
dekning_mobil: Brukeren spør om mobildekning eller nettdekning, eller opplever dårlig dekning eller mister signal
mobildata_bruk: Brukeren spør om databruk, er tom for data eller vil kjøpe mer data
klage_tele: Brukeren vil sende en klage på teleoperatøren, tjenesten, fakturering eller nedetid, eller snakke med en leder
dekning_forsikring: Brukeren spør hva forsikringen dekker eller ikke dekker, f.eks. tyveri, lekkasje eller om den gjelder i utlandet
User message: Hvorfor har jeg dårlig dekning på hytta?

Answer with exactly one intent name from the list above.",dekning_mobil,dekning_mobil,True,True,True,361.2,5
P5,exact,free,2,Hvorfor har jeg dårlig dekning på hytta?,dekning_mobil,dekning_mobil|mobildata_bruk|klage_tele|dekning_forsikring,dekning_mobil,"Candidate intents:
dekning_mobil: Brukeren spør om mobildekning eller nettdekning, eller opplever dårlig dekning eller mister signal
mobildata_bruk: Brukeren spør om databruk, er tom for data eller vil kjøpe mer data
klage_tele: Brukeren vil sende en klage på teleoperatøren, tjenesten, fakturering eller nedetid, eller snakke med en leder
dekning_forsikring: Brukeren spør hva forsikringen dekker eller ikke dekker, f.eks. tyveri, lekkasje eller om den gjelder i utlandet
User message: Hvorfor har jeg dårlig dekning på hytta?

Answer with exactly one intent name from the list above.",dekning_mobil,dekning_mobil,True,True,True,351.5,5
P5,exact,enum,0,Hvorfor har jeg dårlig dekning på hytta?,dekning_mobil,dekning_mobil|mobildata_bruk|klage_tele|dekning_forsikring,dekning_mobil,"Candidate intents:
dekning_mobil: Brukeren spør om mobildekning eller nettdekning, eller opplever dårlig dekning eller mister signal
mobildata_bruk: Brukeren spør om databruk, er tom for data eller vil kjøpe mer data
klage_tele: Brukeren vil sende en klage på teleoperatøren, tjenesten, fakturering eller nedetid, eller snakke med en leder
dekning_forsikring: Brukeren spør hva forsikringen dekker eller ikke dekker, f.eks. tyveri, lekkasje eller om den gjelder i utlandet
User message: Hvorfor har jeg dårlig dekning på hytta?

Answer with exactly one intent name from the list above.",dekning_mobil,dekning_mobil,True,True,True,336.5,7
P5,exact,enum,1,Hvorfor har jeg dårlig dekning på hytta?,dekning_mobil,dekning_mobil|mobildata_bruk|klage_tele|dekning_forsikring,dekning_mobil,"Candidate intents:
dekning_mobil: Brukeren spør om mobildekning eller nettdekning, eller opplever dårlig dekning eller mister signal
mobildata_bruk: Brukeren spør om databruk, er tom for data eller vil kjøpe mer data
klage_tele: Brukeren vil sende en klage på teleoperatøren, tjenesten, fakturering eller nedetid, eller snakke med en leder
dekning_forsikring: Brukeren spør hva forsikringen dekker eller ikke dekker, f.eks. tyveri, lekkasje eller om den gjelder i utlandet
User message: Hvorfor har jeg dårlig dekning på hytta?

Answer with exactly one intent name from the list above.",dekning_mobil,dekning_mobil,True,True,True,329.6,7
P5,exact,enum,2,Hvorfor har jeg dårlig dekning på hytta?,dekning_mobil,dekning_mobil|mobildata_bruk|klage_tele|dekning_forsikring,dekning_mobil,"Candidate intents:
dekning_mobil: Brukeren spør om mobildekning eller nettdekning, eller opplever dårlig dekning eller mister signal
mobildata_bruk: Brukeren spør om databruk, er tom for data eller vil kjøpe mer data
klage_tele: Brukeren vil sende en klage på teleoperatøren, tjenesten, fakturering eller nedetid, eller snakke med en leder
dekning_forsikring: Brukeren spør hva forsikringen dekker eller ikke dekker, f.eks. tyveri, lekkasje eller om den gjelder i utlandet
User message: Hvorfor har jeg dårlig dekning på hytta?

Answer with exactly one intent name from the list above.",dekning_mobil,dekning_mobil,True,True,True,320.9,7
P6,exact,free,0,Kan jeg få refundert betalingen hvis jeg angrer?,refusjon,refusjon|billettrefusjon|retur|kanseller_bestilling,refusjon,"Candidate intents:
refusjon: Brukeren vil ha pengene tilbake for et kjøp, få refundert eller reversert en betaling – også når varen var defekt eller feil (ikke avbestilling)
billettrefusjon: Brukeren vil ha refusjon for billetter, eller spør hva som skjer med billetten ved avlyst eller utsatt arrangement
retur: Brukeren vil returnere eller bytte en vare, eller spør om returfrist, returlapp og returprosess
kanseller_bestilling: Brukeren vil avbestille, stoppe eller annullere en bestilling/ordre før den sendes
User message: Kan jeg få refundert betalingen hvis jeg angrer?

Answer with exactly one intent name from the list above.",refusjon,refusjon,True,True,True,317.4,4
P6,exact,free,1,Kan jeg få refundert betalingen hvis jeg angrer?,refusjon,refusjon|billettrefusjon|retur|kanseller_bestilling,refusjon,"Candidate intents:
refusjon: Brukeren vil ha pengene tilbake for et kjøp, få refundert eller reversert en betaling – også når varen var defekt eller feil (ikke avbestilling)
billettrefusjon: Brukeren vil ha refusjon for billetter, eller spør hva som skjer med billetten ved avlyst eller utsatt arrangement
retur: Brukeren vil returnere eller bytte en vare, eller spør om returfrist, returlapp og returprosess
kanseller_bestilling: Brukeren vil avbestille, stoppe eller annullere en bestilling/ordre før den sendes
User message: Kan jeg få refundert betalingen hvis jeg angrer?

Answer with exactly one intent name from the list above.",refusjon,refusjon,True,True,True,313.5,4
P6,exact,free,2,Kan jeg få refundert betalingen hvis jeg angrer?,refusjon,refusjon|billettrefusjon|retur|kanseller_bestilling,refusjon,"Candidate intents:
refusjon: Brukeren vil ha pengene tilbake for et kjøp, få refundert eller reversert en betaling – også når varen var defekt eller feil (ikke avbestilling)
billettrefusjon: Brukeren vil ha refusjon for billetter, eller spør hva som skjer med billetten ved avlyst eller utsatt arrangement
retur: Brukeren vil returnere eller bytte en vare, eller spør om returfrist, returlapp og returprosess
kanseller_bestilling: Brukeren vil avbestille, stoppe eller annullere en bestilling/ordre før den sendes
User message: Kan jeg få refundert betalingen hvis jeg angrer?

Answer with exactly one intent name from the list above.",refusjon,refusjon,True,True,True,308.5,4
P6,exact,enum,0,Kan jeg få refundert betalingen hvis jeg angrer?,refusjon,refusjon|billettrefusjon|retur|kanseller_bestilling,refusjon,"Candidate intents:
refusjon: Brukeren vil ha pengene tilbake for et kjøp, få refundert eller reversert en betaling – også når varen var defekt eller feil (ikke avbestilling)
billettrefusjon: Brukeren vil ha refusjon for billetter, eller spør hva som skjer med billetten ved avlyst eller utsatt arrangement
retur: Brukeren vil returnere eller bytte en vare, eller spør om returfrist, returlapp og returprosess
kanseller_bestilling: Brukeren vil avbestille, stoppe eller annullere en bestilling/ordre før den sendes
User message: Kan jeg få refundert betalingen hvis jeg angrer?

Answer with exactly one intent name from the list above.",refusjon,refusjon,True,True,True,304.5,6
